id,CurrentRatio,DERatio,NetMargin,OperatingMargin,QuickRatio,ROA1,ROC1,ROE1,asset,current_asset,current_liability,debt,entity.cik,entity.name,eps,equity,inventory,location,net_income,operating_income,period.end,period.fiscal-year,period.start,revenue
9,2.325061689,0.277524162,0.073296134,0.13028431,1.425751345,0.064421208,0.215978024,0.117965275,342558000,183738000,79025000,51917000,5981,AMERICAN VANGUARD CORPORATION,0.8,187072000,71068000,CA,22068000,39226000,31/12/11,2011,1/1/11,301080000
10,2.317313328,0.322716704,0.047835554,0.083577215,0.870550541,0.039203509,0.230909526,0.065994941,280179000,118614000,51186000,53712000,5981,AMERICAN VANGUARD CORPORATION,0.4,166437000,74054000,CA,10984000,19191000,31/12/10,2010,1/1/10,229620000
11,2.337526246,0.296772424,-0.027655031,-0.030234702,0.927774321,-0.022678127,0.155299528,-0.037815099,255268000,120233000,51436000,45432000,5981,AMERICAN VANGUARD CORPORATION,-0.21,153087000,72512000,CA,-5789000,-6329000,31/12/09,2009,1/1/09,209329000
12,2.992206457,0.4891082,0.084277042,0.152160917,1.128624306,0.069767928,0.33558586,0.128373829,286937000,145511000,48630000,76273000,5981,AMERICAN VANGUARD CORPORATION,0.75,155943000,90626000,CA,20019000,36144000,31/12/08,2008,1/1/08,237538000
13,2.494035311,0.401856318,0.086438785,0.166217426,1.232404167,0.075339628,0.301241849,0.134021283,248581000,125440000,50296000,56155000,5981,AMERICAN VANGUARD CORPORATION,0.71,139739000,63455000,CA,18728000,36013000,31/12/07,2007,1/1/07,216662000
14,3.141549949,0.775672791,0.079722972,0.150775916,1.703649351,0.058877336,0.416230905,0.127799333,262376000,145570000,46337000,93761000,5981,AMERICAN VANGUARD CORPORATION,0.6,120877000,66628000,CA,15448000,29216000,31/12/06,2006,1/1/06,193771000
15,1.639570223,0.416630298,0.100118021,0.170008852,0.958695318,0.103707423,0.291272574,0.23036078,183227000,106818000,65150000,34367000,5981,AMERICAN VANGUARD CORPORATION,0.78,82488000,44359000,CA,19002000,32267000,31/12/05,2005,1/1/05,189796000
16,1.961156302,0.304414431,0.095966325,0.165443638,0.804986619,0.118328347,0.277499877,0.226302132,122346000,74016000,37741000,19474000,5981,AMERICAN VANGUARD CORPORATION,1.61,63972000,43635000,CA,14477000,24958000,31/12/04,2004,1/1/04,150855000
17,1.98683143,0.439901458,0.082194085,0.132481199,0.944922923,0.096154927,0.303605224,0.203897962,106734000,63670000,32046000,22142000,5981,AMERICAN VANGUARD CORPORATION,1.16,50334000,33389000,CA,10263000,16542000,31/12/03,2003,1/1/03,124863000
18,,,0.070020165,0.117998232,,,,,,,,,5981,AMERICAN VANGUARD CORPORATION,0.81,,,CA,7049000,11879000,31/12/02,2002,1/1/02,100671000
0,2.452925607,0,0.255786049,0.07481596,0.521977503,0.055814897,0.055814897,0.109373628,423937000,51899000,21158000,0,3545,"ALICO, INC.",3.16,216341000,40855000,FL,23662000,6921000,30/9/20,2020,1/10/19,92507000
1,2.140755069,0.813734219,0.309469861,0.369845645,0.75417084,0.09064228,0.469452883,0.194711353,417388000,61977000,28951000,158111000,3545,"ALICO, INC.",5.06,194303000,40143000,FL,37833000,45214000,30/9/19,2019,1/10/18,122251000
2,3.308856398,0.982320166,0.160554127,0.129612086,1.398211958,0.030820316,0.430124084,0.075820517,423422000,71061000,21476000,169074000,3545,"ALICO, INC.",1.59,172117000,41033000,FL,13050000,10535000,30/9/18,2018,1/10/17,81281000
3,4.159982481,1.13250042,-0.072795754,-0.046938665,1.894825752,-0.022546293,0.411456122,-0.05883305,419182000,66489000,15983000,181926000,3545,"ALICO, INC.",-1.14,160641000,36204000,FL,-9451000,-6094000,30/9/17,2017,1/10/16,129829000
4,3.84789592,1.110876708,0.048496491,0.151502122,0.717528643,0.015354214,0.438513981,0.040307799,455445000,71871000,18678000,192726000,3545,"ALICO, INC.",0.84,173490000,58469000,FL,6993000,21846000,30/9/16,2016,1/10/15,144196000
5,2.932087511,1.177301059,0.086092499,0.123845722,0.51752714,0.028653214,0.465460955,0.077227247,460088000,70763000,24134000,200970000,3545,"ALICO, INC.",1.64,170704000,58273000,FL,13183000,18964000,30/9/15,2015,1/10/14,153126000
6,6.081857765,0.361097553,0.091295443,0.090218551,4.849685535,0.036862334,0.263758832,0.058665068,257580000,125712000,20670000,58444000,3545,"ALICO, INC.",1.29,161851000,25469000,FL,9495000,9383000,30/9/14,2014,1/10/13,104003000
7,5.203637629,0.238201995,0.193250116,0.117399986,2.644852493,0.098803058,0.26979481,0.137638718,198840000,59795000,11491000,34000000,3545,"ALICO, INC.",2.69,142736000,29403000,FL,19646000,11935000,30/9/13,2013,1/10/12,101661000
8,3.001341264,0.287214025,0.14536863,0.186670021,1.409902029,0.099895722,0.297823139,0.144959466,185083000,51467000,17148000,36633000,3545,"ALICO, INC.",2.51,127546000,27290000,FL,18489000,23742000,30/9/12,2012,1/10/11,127187000
9,2.467320538,0.479290836,0.071983528,0.154546008,0.575632028,0.039420113,0.338689699,0.063132706,180035000,29181000,11827000,53879000,3545,"ALICO, INC.",0.96,112414000,22373000,FL,7097000,15237000,30/9/11,2011,1/10/10,98592000
10,4.732178969,0.685870939,-0.0078078,0.043425406,2.381193124,-0.003299491,0.378970114,-0.005919971,188817000,37441000,7912000,72179000,3545,"ALICO, INC.",-0.08,105237000,18601000,FL,-623000,3465000,30/9/10,2010,1/10/09,79792000
11,4.060028472,0.690575995,-0.040758199,-0.08106961,2.578139829,-0.018223587,0.350373311,-0.034142371,200235000,51335000,12644000,73806000,3545,"ALICO, INC.",-0.49,106876000,18737000,FL,-3649000,-7258000,30/9/09,2009,1/10/08,89528000
12,6.765384615,1.145420069,0.048143184,0.022159784,5.257087912,0.020453981,0.50337675,0.048513763,273932000,123130000,18200000,132288000,3545,"ALICO, INC.",0.64,115493000,27451000,FL,5603000,2579000,30/9/08,2008,1/10/07,116382000
13,5.385313072,1.150394199,-1.12005277,-1.166226913,4.302012889,-0.002975304,0.468496473,-0.007259761,285349000,135376000,25138000,134534000,3545,"ALICO, INC.",-0.09,116946000,27232000,FL,-849000,-884000,30/9/07,2007,1/9/07,758000
14,,,-0.103708193,0.128464831,,,,,,,,,3545,"ALICO, INC.",-1.86,,,FL,-13690000,16958000,31/8/07,2007,1/9/06,132005000
15,,,0.091567337,0.072150909,,,,,,,,,3545,"ALICO, INC.",0.92,,,FL,6791000,5351000,31/8/06,2006,1/9/05,74164000
0,5.70050396,0.041166102,-1.879837323,-1.837742652,5.501367891,-0.708007643,-0.684036825,-1.215891525,63327000,39590000,6945000,1518000,1705843,"CALYXT, INC.",-1.32,36875000,1383000,MN,-44836000,-43832000,31/12/20,2020,1/1/20,23851000
1,8.827404113,0,-5.429276316,-5.437637061,8.46692607,-0.449635633,-0.449635633,-0.633710885,88098000,63522000,7196000,0,1705843,"CALYXT, INC.",-121,62508000,2594000,MN,-39612000,-39673000,31/12/19,2019,1/1/19,7296000
2,13.63820674,0,-118.2076271,-119.1313559,13.63820674,-0.234841023,-0.234841023,-0.298692677,118791000,95522000,7004000,0,1705843,"CALYXT, INC.",-0.91,93397000,0,MN,-27897000,-28115000,31/12/18,2018,1/1/18,236000
3,13.50658204,0,-51.14173228,-50.76574803,13.50658204,-0.359998337,-0.359998337,-0.452014754,72167000,57457000,4254000,0,1705843,"CALYXT, INC.",-1.12,57476000,0,MN,-25980000,-25789000,31/12/17,2017,1/1/17,508000
4,1.907504363,0,-30.29072682,-30.34837093,1.907504363,-0.72706491,-0.72706491,-0.921259242,16623000,5465000,2865000,0,1705843,"CALYXT, INC.",-0.62,13119000,0,MN,-12086000,-12109000,31/12/16,2016,1/1/16,399000
5,,,-4.629716981,-4.570754717,,,,-0.242775281,,,,,1705843,"CALYXT, INC.",-0.88,24257000,,MN,-5889000,-5814000,31/12/15,2015,1/1/15,1272000
0,4.168144912,0.145779847,0.102004698,0.137138104,1.523973823,0.110059333,0.214460888,0.153680016,366575000,222283000,53329000,38271000,835011,"MGP INGREDIENTS, INC.",2.37,262526000,141011000,KS,40345000,54241000,31/12/20,2020,1/1/20,395521000
1,4.687771981,0.175975139,0.106942894,0.130234738,1.203079272,0.120252203,0.246285613,0.167903083,322597000,184206000,39295000,40658000,835011,"MGP INGREDIENTS, INC.",2.27,231044000,136931000,KS,38793000,47242000,31/12/19,2019,1/1/19,362745000
2,4.127352321,0.104447456,0.099136109,0.133340778,1.223980995,0.13416723,0.209880097,0.185086452,277892000,154623000,37463000,21040000,835011,"MGP INGREDIENTS, INC.",2.17,201441000,108769000,KS,37284000,50148000,31/12/18,2018,1/1/18,376089000
3,3.240548341,0.126871333,0.120371969,0.123497617,1.00031265,0.174024666,0.263098765,0.247869377,240328000,134742000,41580000,21407000,835011,"MGP INGREDIENTS, INC.",2.44,168730000,93149000,KS,41823000,42909000,31/12/17,2017,1/1/17,347448000
4,2.997729423,0.110860471,0.097981858,0.131887778,0.866144074,0.138388895,0.210361416,0.213162716,225336000,110901000,36995000,16218000,835011,"MGP INGREDIENTS, INC.",1.82,146292000,78858000,KS,31184000,41975000,31/12/16,2016,1/1/16,318263000
5,2.421072197,0.065246212,0.079947131,0.100273501,0.862404078,0.134789769,0.173794452,0.225473485,194310000,91180000,37661000,7579000,835011,"MGP INGREDIENTS, INC.",1.48,116160000,58701000,KS,26191000,32850000,31/12/15,2015,1/1/15,327604000
6,2.674808118,0.073492071,0.075541715,0.053027572,1.554702745,0.147770184,0.195643354,0.226848081,160215000,82245000,30748000,7670000,835011,"MGP INGREDIENTS, INC.",1.32,104365000,34441000,KS,23675000,16619000,31/12/14,2014,1/1/14,313403000
7,2.105007321,0.044250824,-0.015247599,-0.01608283,1.082547584,-0.032571417,-0.0087095,-0.060402191,151329000,71886000,34150000,3611000,835011,"MGP INGREDIENTS, INC.",-0.29,81603000,34917000,KS,-4929000,-5199000,31/12/13,2013,1/1/13,323264000
8,2.623055994,0.059520656,0.004857404,-0.002823515,1.395955796,0.009952749,0.041625044,0.018703859,163171000,78091000,29771000,5168000,835011,"MGP INGREDIENTS, INC.",0.09,86827000,36532000,KS,1624000,-944000,31/12/12,2012,1/1/12,334335000
9,1.319193524,0.081155987,0.072562652,0.02157434,0.793902418,0.062870588,0.103377336,0.125962336,169157000,78058000,59171000,6852000,835011,"MGP INGREDIENTS, INC.",0.59,84430000,31082000,KS,10635000,3162000,31/12/11,2011,1/7/11,146563000
10,1.591589131,0.102422937,-0.005290323,0.002598826,1.140145908,-0.009620246,0.046811691,-0.017460571,136483000,60213000,37832000,7702000,835011,"MGP INGREDIENTS, INC.",-0.08,75198000,17079000,KS,-1313000,645000,30/6/11,2011,1/7/10,248189000
11,2.063626364,0.028605188,0.043263637,0.035920999,1.449784246,0.072045777,0.089212097,0.120053858,121284000,48780000,23638000,2082000,835011,"MGP INGREDIENTS, INC.",0.52,72784000,14510000,KS,8738000,7255000,30/6/10,2010,1/7/09,201971000
12,1.630578262,0.150773277,-0.236875111,-0.270749661,1.218831365,-0.476276769,-0.4099096,-1.082008015,145132000,80787000,49545000,9632000,835011,"MGP INGREDIENTS, INC.",-4.17,63884000,20400000,KS,-69123000,-79008000,30/6/09,2009,1/7/08,291812000
0,1.351514574,0.642868819,-0.102759211,-0.118846796,1.351514574,-0.042184292,0.280834189,-0.083954843,389600000,42520000,31461000,125848000,1342423,LIMONEIRA COMPANY,-0.96,195760000,0,CA,-16435000,-19008000,31/10/20,2020,1/11/19,159937000
1,1.107566953,0.491298582,-0.035683192,-0.033107374,1.107566953,-0.014862442,0.257515624,-0.026807946,399867000,35070000,31664000,108915000,1342423,LIMONEIRA COMPANY,-0.37,221688000,0,CA,-5943000,-5514000,31/10/19,2019,1/11/18,166549000
2,1.146635148,0.365487816,0.162356045,0.076288361,1.146635148,0.047913913,0.238005502,0.092123757,421339000,31044000,27074000,80093000,1342423,LIMONEIRA COMPANY,1.26,219140000,0,CA,20188000,9486000,31/10/18,2018,1/11/17,124344000
3,0.979080207,0.768409202,0.056917726,0.102382863,0.979080207,0.019452498,0.329491993,0.048211531,339031000,23120000,23614000,105113000,1342423,LIMONEIRA COMPANY,0.42,136793000,0,CA,6595000,11863000,31/10/17,2017,1/11/16,115869000
4,0.778872469,0.716786036,0.075925751,0.086573071,0.778872469,0.026380922,0.323230141,0.063700612,305448000,18499000,23751000,90672000,1342423,LIMONEIRA COMPANY,0.52,126498000,0,CA,8058000,9188000,31/10/16,2016,1/11/15,106130000
5,0.699572997,0.739395739,0.074450191,0.048179219,0.699572997,0.026290975,0.3591714,0.058397652,269370000,13762000,19672000,89668000,1342423,LIMONEIRA COMPANY,0.46,121272000,0,CA,7082000,4583000,31/10/15,2015,1/11/14,95124000
6,0.701272891,0.57766059,0.070958771,0.100414121,0.701272891,0.028316598,0.305180103,0.059081037,246887000,14820000,21133000,68354000,1342423,LIMONEIRA COMPANY,0.46,118329000,0,CA,6991000,9893000,31/10/14,2014,1/11/13,98522000
7,0.926541738,0.57715066,0.061332667,0.067483435,0.926541738,0.023371476,0.319359357,0.045572348,209914000,13597000,14675000,62132000,1342423,LIMONEIRA COMPANY,0.36,107653000,0,CA,4906000,5398000,31/10/13,2013,1/11/12,79990000
8,0.808945191,1.803448553,0.05117541,0.074017513,0.808945191,0.018247964,0.53750391,0.063377731,172622000,9387000,11604000,89635000,1342423,LIMONEIRA COMPANY,0.26,49702000,0,CA,3150000,4556000,31/10/12,2012,1/11/11,61553000
9,0.950360878,1.68945201,0.034675057,0.021916025,0.950360878,0.010048545,0.531158035,0.032577673,159028000,6452000,6789000,82871000,1342423,LIMONEIRA COMPANY,0.12,49052000,0,CA,1598000,1010000,31/10/11,2011,1/11/10,46085000
10,1.166456295,1.649608415,0.006867373,0.066398775,1.166456295,0.002025866,0.541031624,0.006200092,159438000,7393000,6338000,85938000,1342423,LIMONEIRA COMPANY,0.01,52096000,0,CA,323000,3123000,31/10/10,2010,1/11/09,47034000
11,1.468105608,1.346882788,-0.092707763,-0.241807109,1.468105608,-0.020279415,0.47113514,-0.055582388,141868000,7618000,5189000,69716000,1342423,LIMONEIRA COMPANY,-0.28,51761000,0,CA,-2877000,-7504000,31/10/09,2009,1/11/08,31033000
12,,,0.070189179,0.117202876,,,,0.06379367,,,,,1342424,LIMONEIRA COMPANY,0.31,54786000,,CA,3495000,5836000,31/10/08,2008,1/11/07,49794000
0,2.955298424,0.970990444,-0.340712877,0.053614813,2.48676109,-0.068353477,0.268241996,-0.197182013,785783000,155032000,52459000,264491000,1592016,"AgroFresh Solutions, Inc.",-1.26,272393000,24579000,PA,-53711000,8452000,31/12/20,2020,1/1/20,157643000
1,2.658704649,1.19292988,-0.315120689,-0.239643666,2.204266945,-0.066515492,0.427549237,-0.160603082,805692000,132345000,49778000,398064000,1592016,"AgroFresh Solutions, Inc.",-1.07,333686000,22621000,PA,-53591000,-40755000,31/12/19,2019,1/1/19,170065000
2,2.234010358,1.098805148,-0.16813397,0.041077042,1.847029827,-0.033426481,0.411713947,-0.082511467,899287000,143209000,64104000,400309000,1592016,"AgroFresh Solutions, Inc.",-0.6,364313000,24807000,PA,-30060000,7344000,31/12/18,2018,1/1/18,178786000
3,1.888836079,0.988300866,0.143093168,0.248637411,1.634199409,0.023870521,0.433596098,0.057578188,983263000,178835000,94680000,402868000,1592016,"AgroFresh Solutions, Inc.",0.47,407637000,24109000,PA,23471000,40783000,31/12/17,2017,1/1/17,164026000
4,1.760101167,1.172614838,-0.698695426,-0.230814999,1.600433571,-0.115505195,0.291388671,-0.332870847,965844000,170501000,96870000,392996000,1592016,"AgroFresh Solutions, Inc.",-2.26,335145000,15467000,PA,-111560000,-36854000,31/12/16,2016,1/1/16,159669000
6,2.67361255,0.915258514,-0.173995347,-0.081043948,2.019831286,-0.026318171,0.348943449,-0.064189699,1082674000,180656000,67570000,406286000,1592016,"AgroFresh Solutions, Inc.",-0.29,443903000,44176000,PA,-28494000,-13272000,31/12/15,2015,1/1/15,163763000
0,1.548499496,2.017375199,-0.280554817,-0.099676242,0.993764818,-0.095055573,0.518705948,-0.312438542,1032880000,118214000,76341000,633942000,1425292,"CVR PARTNERS, LP",-8.77,314241000,42349000,TX,-98181000,-34882000,31/12/20,2020,1/1/20,349953000
1,1.654420039,1.507365139,-0.086519025,0.067742598,1.015000463,-0.030729686,0.525009337,-0.083350018,1137955000,124960000,75531000,632406000,1425292,"CVR PARTNERS, LP",-3.09,419544000,48296000,TX,-34969000,27380000,31/12/19,2019,1/1/19,404177000
2,1.560166347,1.258415929,-0.142493776,0.017984403,1.041929302,-0.0398816,0.461549377,-0.100088831,1254388000,191331000,122635000,628989000,1425292,"CVR PARTNERS, LP",-0.44,499826000,63554000,TX,-50027000,6314000,31/12/18,2018,1/1/18,351082000
10,2.103396025,1.138311512,-0.220034945,-0.031069945,1.155557536,-0.058972223,0.448129916,-0.132377199,1234276000,117990000,56095000,625904000,1425292,"CVR PARTNERS, LP",-0.64,549853000,53169000,TX,-72788000,-10278000,31/12/17,2017,1/1/17,330802000
11,2.134870509,0.997119571,-0.075608223,0.068925352,1.211819221,-0.020528617,0.45432196,-0.043107214,1312217000,134531000,63016000,623107000,1425292,"CVR PARTNERS, LP",-0.26,624907000,58167000,TX,-26938000,24557000,31/12/16,2016,1/1/16,356284000
12,3.802770703,0.323621716,0.208059183,0.230484181,2.354557382,0.115694959,0.348369712,0.160917334,536255000,98545000,25914000,124773000,1425292,"CVR PARTNERS, LP",0.85,385552000,37529000,TX,62042000,68729000,31/12/15,2015,1/1/15,298194000
13,3.263354069,0.301982698,0.254964592,0.277243735,2.36643413,0.131554716,0.347504228,0.183965444,578839000,129578000,39707000,125000000,1425292,"CVR PARTNERS, LP",1.04,413931000,35614000,TX,76149000,82803000,31/12/14,2014,1/1/14,298665000
14,4.958007741,0.284141925,0.36646976,0.385733088,3.750675528,0.199873958,0.410505279,0.269630229,593454000,135780000,27386000,125000000,1425292,"CVR PARTNERS, LP",1.62,439921000,33064000,TX,118616000,124851000,31/12/13,2013,1/1/13,323672000
15,3.356200101,0.280147828,0.371219514,0.382912847,2.771076301,0.180146528,0.380803398,0.251512238,622954000,166048000,49475000,125000000,1425292,"CVR PARTNERS, LP",1.54,446193000,28949000,TX,112223000,115758000,31/12/12,2012,1/1/12,302309000
16,6.403707542,0.255368354,0.437310767,0.449695741,5.855938192,0.200887596,0.390480033,0.270582179,659309000,271863000,42454000,125000000,1425292,"CVR PARTNERS, LP",1.48,489489000,23255000,TX,132447000,136198000,31/12/11,2011,1/1/11,302867000
17,1.587985068,0,0.184553494,0.11279562,1.157609167,0.073658952,0.073658952,0.08280893,452165000,73168000,46076000,0,1425292,"CVR PARTNERS, LP",,402203000,19830000,TX,33306000,20356000,31/12/10,2010,1/1/10,180468000
18,,,0.27776418,0.234500002,,,,,,,,,1425292,"CVR PARTNERS, LP",,,,TX,57878000,48863000,31/12/09,2009,1/1/09,208371000
0,1.546694945,0.98909447,0.118610112,0.194351694,1.15942029,0.054052462,0.341641797,0.185900466,10186400000,4375600000,2829000000,2929500000,37785,FMC CORPORATION,4.24,2961800000,1095600000,PA,550600000,902200000,31/12/20,2020,1/1/20,4642100000
1,1.495943317,1.196975082,0.104169378,0.17822899,1.122581593,0.048639177,0.35565752,0.189629981,9872700000,4074800000,2723900000,3031100000,37785,FMC CORPORATION,3.64,2532300000,1017000000,PA,480200000,821600000,31/12/19,2019,1/1/19,4609800000
2,1.346361996,0.678731622,0.106201616,0.186238843,0.979788869,0.050339372,0.268800818,0.156397957,9974300000,4030200000,2993400000,2179000000,37785,FMC CORPORATION,3.72,3210400000,1097300000,PA,502100000,880500000,31/12/18,2018,1/1/18,4727800000
3,1.653254277,1.105611171,0.187035364,0.090252206,1.204037295,0.058481692,0.383585154,0.198884415,9206300000,3652700000,2209400000,2993000000,37785,FMC CORPORATION,3.99,2707100000,992500000,PA,538400000,259800000,31/12/17,2017,1/1/17,2878600000
4,1.98108747,0.902558956,0.064495491,0.128412137,1.491934362,0.034482759,0.327480332,0.106221776,6139300000,2849200000,1438200000,1798800000,37785,FMC CORPORATION,1.56,1993000000,703500000,PA,211700000,421500000,31/12/16,2016,1/1/16,3282400000
5,2.044932223,1.067075407,0.152144056,-0.015321227,1.494323264,0.078803016,0.400701876,0.26122727,6325900000,2971900000,1453300000,2036300000,37785,FMC CORPORATION,3.66,1908300000,800200000,PA,498500000,-50200000,31/12/15,2015,1/1/15,3276500000
6,1.5360134,0.737468031,0.079773138,0.1350769,1.202837102,0.060312705,0.276284992,0.205946292,5340500000,2934400000,1910400000,1153400000,37785,FMC CORPORATION,2.3,1564000000,636500000,PA,322100000,545400000,31/12/14,2014,1/1/14,4037700000
7,1.482357679,0.759376234,0.079487974,0.170073294,1.135853425,0.058832518,0.279282549,0.202658245,5235200000,2945000000,1986700000,1154100000,37785,FMC CORPORATION,2.16,1519800000,688400000,PA,308000000,659000000,31/12/13,2013,1/1/13,3874800000
8,1.921532365,0.613929609,0.116239362,0.175599605,1.326464113,0.099613617,0.307391573,0.29433223,4373900000,2181900000,1135500000,908800000,37785,FMC CORPORATION,3.01,1480300000,675700000,PA,435700000,658200000,31/12/12,2012,1/1/12,3748300000
9,2.032177411,0.628002579,0.113147222,0.173895024,1.520926188,0.102096968,0.310217711,0.308076737,3743500000,1869400000,919900000,779100000,37785,FMC CORPORATION,2.57,1240600000,470300000,PA,382200000,587400000,31/12/11,2011,1/1/11,3377900000
10,1.70873988,0.444542643,0.059333184,0.124217822,1.347726801,0.055694449,0.207205036,0.163411401,3319900000,1646200000,963400000,503000000,37785,FMC CORPORATION,1.19,1131500000,347800000,PA,184900000,387100000,31/12/10,2010,1/1/10,3116300000
11,2.097715736,0.546265329,0.080850612,0.118427571,1.603496898,0.072858874,0.260346917,0.21228168,3136200000,1487700000,709200000,588000000,37785,FMC CORPORATION,3.15,1076400000,350500000,PA,228500000,334700000,31/12/09,2009,1/1/09,2826200000
12,1.887498353,0.656661867,,,1.385851666,0.101740205,0.299776212,0.337357404,2993900000,1432800000,759100000,592900000,37785,FMC CORPORATION,4.1,902900000,380800000,PA,304600000,500700000,31/12/08,2008,1/1/08,
0,1.3874527,0.967291714,0.047327797,0.07316287,,0.092983334,0.210580846,0.764829179,655354000,305062000,219872000,77068000,277638,THE DAVEY TREE EXPERT COMPANY,2.77,79674000,,OH,60937000,94201000,31/12/20,2020,1/1/20,1287552000
1,1.698687769,2.395381479,0.035891652,0.06116532,,0.068769224,0.308923749,0.685927213,596924000,281425000,165672000,143354000,277638,THE DAVEY TREE EXPERT COMPANY,1.79,59846000,,OH,41050000,69956000,31/12/19,2019,1/1/19,1143720000
2,1.83091191,3.78969037,0.026696175,0.053608004,,0.051949877,0.347347153,0.666471778,526623000,255068000,139312000,155563000,277638,THE DAVEY TREE EXPERT COMPANY,1.12,41049000,,OH,27358000,54937000,31/12/18,2018,1/1/18,1024791000
3,1.625445953,3.24380131,0.024149579,0.056979687,,0.046751984,0.294780559,0.611438207,473135000,209125000,128657000,117351000,277638,THE DAVEY TREE EXPERT COMPANY,0.87,36177000,,OH,22120000,52191000,31/12/17,2017,1/1/17,915958000
4,1.503494386,3.220995068,0.026350455,0.057784405,,0.052564166,0.265134843,0.796482951,423939000,178773000,118905000,90117000,277638,DAVEY TREE EXPERT CO,0.85,27978000,,OH,22284000,48867000,31/12/16,2016,1/1/16,845678000
5,1.437552479,5.856955017,0.026521346,0.053665635,,0.055383067,0.270413582,1.508512111,393586000,160934000,111950000,84633000,277638,DAVEY TREE EXPERT CO,0.81,14450000,,OH,21798000,44108000,31/12/15,2015,1/1/15,821904000
6,1.460679446,6.340143481,0.029331152,0.055706276,,0.060810385,0.27420972,1.80669058,381004000,158269000,108353000,81306000,277638,DAVEY TREE EXPERT CO,0.84,12824000,,OH,23169000,44003000,31/12/14,2014,1/1/14,789911000
7,1.444044419,0.381537007,0.032013818,0.057139615,,0.068549814,0.218631703,0.174266803,333378000,152016000,105271000,50034000,277638,DAVEY TREE EXPERT CO,1.61,131138000,,OH,22853000,40789000,31/12/13,2013,1/1/13,713848000
8,1.641438589,0.463879904,0.036160981,0.067289272,,0.074320404,0.239874053,0.208245136,330932000,161749000,98541000,54787000,277638,DAVEY TREE EXPERT CO,1.74,118106000,,OH,24595000,45767000,31/12/12,2012,1/1/12,680153000
9,1.279325722,0.507674285,0.0217713,0.05077287,,0.046306966,0.214664805,0.139636241,303734000,130536000,102035000,51136000,277638,DAVEY TREE EXPERT CO,1,100726000,,OH,14065000,32801000,31/12/11,2011,1/1/11,646034000
10,1.286899447,0.321147923,0.023748927,0.050042925,,0.04874318,0.158317349,0.142860047,288307000,115875000,90042000,31591000,277638,DAVEY TREE EXPERT CO,0.97,98369000,,OH,14053000,29612000,31/12/10,2010,1/1/10,591732000
11,,,,,,,,0.147876531,,,,,277638,DAVEY TREE EXPERT CO,0.97,97223000,,OH,14377000,27811000,31/12/09,2009,1/1/00,
0,5.701212789,,-12.77346683,-12.02628285,5.701212789,-0.702795758,,-1.07070919,14522000,10342000,1814000,,1121702,"YIELD10 BIOSCIENCE, INC.",-4.3,9532000,0,MA,-10206000,-9609000,31/12/20,2020,1/1/20,799000
1,5.294064341,,-16.07444169,-10.66501241,5.294064341,-0.774973083,,3.171603427,16718000,11684000,2207000,,1121702,"YIELD10 BIOSCIENCE, INC.",-35.5,-4085000,0,MA,-12956000,-8596000,31/12/19,2019,1/1/19,806000
2,3.886045094,,-16.51978417,-16.76079137,3.886045094,-0.708719136,,-1.611969112,12960000,6377000,1641000,,1121702,"YIELD10 BIOSCIENCE, INC.",-36.99,5698000,0,MA,-9185000,-9319000,31/12/18,2018,1/1/18,556000
3,6.280842105,,-9.953389831,-9.833686441,6.280842105,-0.556569127,,-0.695896904,16882000,14917000,2375000,,1121702,"YIELD10 BIOSCIENCE, INC.",-3.29,13502000,0,MA,-9396000,-9283000,31/12/17,2017,1/1/17,944000
4,2.849891226,,-6.5608283,-8.842105263,2.849891226,-0.707480461,,-1.193907992,10748000,7860000,2758000,,1121702,"YIELD10 BIOSCIENCE, INC.",-2.73,6369000,0,MA,-7604000,-10248000,31/12/16,2016,1/1/16,1159000
5,3.797953964,,-17.54148148,-9.236296296,3.784910486,-1.385826311,,-1.817700338,17088000,14850000,3910000,,1121702,"YIELD10 BIOSCIENCE, INC.",-0.95,13028000,51000,MA,-23681000,-12469000,31/12/15,2015,1/1/15,1350000
6,5.243494868,,-10.54785714,-9.581785714,5.103604679,-1.276593905,,-1.571291764,23135000,21965000,4189000,,1121702,"YIELD10 BIOSCIENCE, INC.",-2.88,18796000,586000,MA,-29534000,-26829000,31/12/14,2014,1/1/14,2800000
7,4.072800646,,-5.655543196,-5.291064145,3.762711864,-1.140923031,,-1.495538778,26738000,25231000,6195000,,1121702,"METABOLIX, INC.",-5.31,20398000,1921000,MA,-30506000,-28540000,31/12/13,2013,1/1/13,5394000
8,8.18098262,,0.085783155,0.092849041,7.645554813,0.067837787,,0.076679341,53510000,48955000,5984000,,1121702,"METABOLIX, INC.",0.11,47340000,3204000,MA,3630000,3929000,31/12/12,2012,1/1/12,42316000
9,10.94752268,,-27.21754386,-27.27087719,10.94752268,-0.467785122,,-0.98281935,82912000,78439000,7165000,,1121702,"METABOLIX, INC.",-1.24,39463000,0,MA,-38785000,-38861000,31/12/11,2011,1/1/11,1425000
10,9.891477717,,-86.61383929,-86.91741071,9.891477717,-0.581135523,,-1.638917047,66771000,63256000,6395000,,1121702,"METABOLIX, INC.",-1.45,23676000,0,MA,-38803000,-38939000,31/12/10,2010,1/1/10,448000
