name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
		OtherNonCurrentAssets,"207,000,000","185,000,000","203,000,000","215,000,000","212,000,000","229,200,000","201,800,000","757,500,000","286,900,000","375,900,000","325,900,000","40,900,000","291,600,000","108,900,000","57,700,000","21,000,000","36,343,000",,
TotalLiabilitiesNetMinorityInterest,"6,420,000,000","6,535,000,000","6,930,000,000","6,779,000,000","8,639,000,000","8,351,700,000","6,765,700,000","5,239,700,000","3,884,700,000","4,041,600,000","4,325,100,000","750,000,000","1,036,900,000","808,200,000","509,800,000","458,600,000","746,910,000","682,100,000","580,800,000"
	CurrentLiabilities,"906,000,000","665,000,000","705,000,000","580,000,000","686,000,000","1,215,200,000","979,700,000","828,300,000","950,200,000","1,031,200,000","946,600,000","479,800,000","818,100,000","629,300,000","353,400,000","341,100,000","424,803,000",,
		PayablesAndAccruedExpenses,"424,000,000","438,000,000","550,000,000","474,000,000","639,000,000","923,200,000","605,900,000","637,400,000","546,600,000","321,900,000","892,900,000","424,100,000","207,900,000","210,400,000","124,000,000","171,600,000","169,237,000",,
			Payables,"85,000,000","79,000,000","106,000,000","101,000,000","82,000,000","102,100,000","81,800,000","242,300,000","309,700,000","228,000,000","892,900,000","424,100,000","207,900,000","59,800,000","37,400,000","171,600,000","169,237,000",,
				AccountsPayable,"85,000,000","78,000,000","101,000,000","99,000,000","81,000,000","96,600,000","65,800,000","169,000,000","117,300,000","99,500,000","752,700,000","332,000,000","207,900,000","59,800,000","37,400,000","171,600,000","169,237,000",,
				TotalTaxPayable,"0","1,000,000","5,000,000","2,000,000","1,000,000","5,500,000","16,000,000","73,300,000","187,100,000","128,500,000","62,200,000","0",,,,,,,
					IncomeTaxPayable,"0","1,000,000","5,000,000","2,000,000","1,000,000","5,500,000","16,000,000","73,300,000","187,100,000",,"62,200,000","0",,,,,,,
				DividendsPayable,,,,,,,,"0","5,300,000",,"78,000,000","92,100,000",,,,,,,
			CurrentAccruedExpenses,"339,000,000","359,000,000","444,000,000","373,000,000","557,000,000","821,100,000","524,100,000","395,100,000","236,900,000","93,900,000",,,,"150,600,000","86,600,000",,,,
				InterestPayable,"32,000,000","32,000,000","39,000,000","38,000,000","53,000,000","60,000,000","46,900,000","24,000,000","22,600,000","20,000,000",,,,,,,,,
		CurrentProvisions,,,,,,,,,"12,300,000",,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,"75,400,000",,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"337,000,000","90,000,000",,,,,,,"5,000,000",,"4,900,000",,"4,100,000",,,,"19,917,000",,
			CurrentDebt,"249,000,000",,,,,,,,"5,000,000",,"4,900,000",,"4,100,000",,,,"19,917,000",,
				CurrentNotesPayable,,,,,,,,"0","5,000,000","0","4,900,000","0","4,100,000",,,,,,
				OtherCurrentBorrowings,"249,000,000",,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"88,000,000","90,000,000",,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"130,000,000","119,000,000","149,000,000","89,000,000","42,000,000","161,500,000","325,400,000","163,600,000","380,700,000","347,300,000","38,600,000","52,600,000","52,100,000","30,700,000","9,800,000","5,800,000",,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,"0","90,100,000","38,600,000","52,600,000","52,100,000","30,700,000","9,800,000","5,800,000",,,
			CurrentDeferredRevenue,"130,000,000","119,000,000","149,000,000","89,000,000","42,000,000","161,500,000","325,400,000","163,600,000","380,700,000","257,200,000",,,,,,,,,
		OtherCurrentLiabilities,"15,000,000","18,000,000","6,000,000","17,000,000","5,000,000","130,500,000","48,400,000","27,300,000","5,600,000","286,600,000","10,200,000","3,100,000","554,000,000","388,200,000","219,600,000","163,700,000","235,649,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,514,000,000","5,870,000,000","6,225,000,000","6,199,000,000","7,953,000,000","7,136,500,000","5,786,000,000","4,411,400,000","2,934,500,000","3,010,400,000","3,378,500,000","270,200,000","218,800,000","178,900,000","156,400,000","117,500,000","322,107,000",,
		LongTermProvisions,,,,,,,,,"132,700,000",,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"3,886,000,000","4,150,000,000","4,698,000,000","4,692,000,000","5,778,000,000","5,592,700,000","4,592,500,000","3,098,100,000","1,600,000,000","1,617,800,000","1,954,100,000","4,700,000",,"4,900,000","4,200,000","4,200,000","238,904,000",,
			LongTermDebt,"3,712,000,000","3,957,000,000","4,698,000,000","4,692,000,000","5,778,000,000","5,592,700,000","4,592,500,000","3,098,100,000","1,600,000,000","1,617,800,000","1,954,100,000","4,700,000",,"4,900,000","4,200,000","4,200,000","238,904,000",,
			LongTermCapitalLeaseObligation,"174,000,000","193,000,000",,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"1,184,000,000","1,246,000,000","1,117,000,000","1,047,000,000","1,630,000,000","916,200,000","818,600,000","833,200,000","941,100,000","956,800,000","1,081,200,000","68,300,000","6,200,000","32,100,000",,"8,400,000",,,
			NonCurrentDeferredTaxesLiabilities,"1,184,000,000","1,246,000,000","1,117,000,000","1,047,000,000","1,630,000,000","916,200,000","818,600,000","833,200,000","938,800,000","956,800,000","1,081,200,000","68,300,000","6,200,000","32,100,000",,"8,400,000",,,
		TradeandOtherPayablesNonCurrent,"155,000,000","147,000,000","96,000,000","93,000,000","103,000,000","117,900,000","95,800,000","81,800,000","38,500,000",,,,,,,,,,
		NonCurrentAccruedExpenses,,"5,000,000","7,000,000","7,000,000","8,000,000","61,400,000","52,600,000","74,800,000","4,000,000",,,,,,,,,,
		EmployeeBenefits,"256,000,000","298,000,000","280,000,000","324,000,000","393,000,000","343,400,000","209,800,000","156,100,000","209,100,000",,,,,,,,,,
		DerivativeProductLiabilities,"13,000,000","15,000,000","16,000,000","20,000,000","27,000,000","80,800,000",,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,,"0","154,500,000",,,,,,,,,,,
		OtherNonCurrentLiabilities,"20,000,000","9,000,000","11,000,000","16,000,000","14,000,000","24,100,000","16,700,000","12,900,000","9,100,000","435,800,000","343,200,000","197,200,000","212,600,000","141,900,000","152,200,000","104,900,000","83,203,000",,
TotalEquityGrossMinorityInterest,"5,603,000,000","5,637,000,000","5,731,000,000","6,684,000,000","6,492,000,000","4,387,200,000","4,572,500,000","5,438,400,000","6,282,200,000","4,932,900,000","4,433,400,000","1,744,900,000","1,350,700,000","1,204,300,000","780,600,000","769,500,000","800,061,000","733,500,000","740,900,000"
	StockholdersEquity,"2,922,000,000","2,897,000,000","2,958,000,000","3,579,000,000","3,348,000,000","4,035,200,000","4,209,700,000","5,076,100,000","5,902,200,000","4,547,000,000","4,050,400,000","1,728,900,000","1,338,100,000","1,187,000,000","767,000,000","755,900,000","787,289,000","733,500,000","740,900,000"
		CapitalStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,400,000","500,000","600,000","600,000","700,000","700,000","500,000","500,000","600,000","600,000","600,000","734,310,000",,
			PreferredStock,"0","0","0","0","0",,"0","0","0","0","0","0",,,,,"734,302,000",,
			CommonStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,400,000","500,000","600,000","600,000","700,000","700,000","500,000","500,000","600,000","600,000","600,000","8,000",,
		AdditionalPaidInCapital,"1,317,000,000","1,303,000,000","1,368,000,000","1,397,000,000","1,380,000,000","1,377,400,000","1,415,900,000","1,594,300,000","2,492,400,000","2,804,800,000","2,732,200,000","723,500,000","709,400,000","790,800,000","751,200,000","743,000,000","5,555,000",,
		RetainedEarnings,"1,927,000,000","1,958,000,000","2,463,000,000","2,443,000,000","2,365,000,000","3,057,900,000","3,175,300,000","3,725,600,000","3,461,100,000","2,841,000,000","1,370,800,000","1,048,100,000","703,400,000","416,800,000","48,600,000","19,700,000","59,780,000",,
		TreasuryStock,"4,000,000","0","504,000,000",,"1,000,000","152,700,000","222,200,000","201,800,000","2,300,000","1,000,200,000",,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-320,000,000","-366,000,000","-371,000,000","-263,000,000","-398,000,000","-249,800,000","-159,800,000","-42,600,000","-49,600,000","-99,300,000","-53,300,000","-43,200,000","-75,200,000","-21,200,000","-33,400,000","-7,400,000","-12,356,000",,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,"1,000,000",,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,"-22,200,000",,,,,
	MinorityInterest,"2,681,000,000","2,740,000,000","2,773,000,000","3,105,000,000","3,144,000,000","352,000,000","362,800,000","362,300,000","380,000,000","385,900,000","383,000,000","16,000,000","12,600,000","17,300,000","13,600,000","13,600,000","12,772,000",,
TotalCapitalization,"6,634,000,000","6,854,000,000","7,656,000,000","8,271,000,000","9,126,000,000","9,627,900,000","8,802,200,000","8,174,200,000","7,502,200,000","6,164,800,000","6,004,500,000","1,733,600,000","1,338,100,000","1,191,900,000","771,200,000","760,100,000","1,026,193,000","733,500,000","740,900,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,"734,302,000",,
CommonStockEquity,"2,922,000,000","2,897,000,000","2,958,000,000","3,579,000,000","3,348,000,000","4,035,200,000","4,209,700,000","5,076,100,000","5,902,200,000","4,547,000,000","4,050,400,000","1,728,900,000","1,338,100,000","1,187,000,000","767,000,000","755,900,000","52,987,000","733,500,000","740,900,000"
CapitalLeaseObligations,"262,000,000","283,000,000",,,,,,,,,,,,,,,,,
NetTangibleAssets,"444,000,000","422,000,000","490,000,000","1,079,000,000","875,000,000","1,489,400,000","2,075,100,000","2,934,500,000","3,788,100,000","2,482,500,000","1,964,700,000","1,728,000,000","1,337,200,000","1,186,100,000","766,100,000","755,000,000","785,962,000","733,500,000","740,900,000"
WorkingCapital,"461,000,000","309,000,000","569,000,000","885,000,000","1,969,000,000","-88,100,000","1,634,800,000","1,801,800,000","1,857,400,000","767,400,000","394,800,000","803,300,000","615,100,000","649,800,000","279,700,000","235,000,000","363,994,000",,
InvestedCapital,"6,883,000,000","6,854,000,000","7,656,000,000","8,271,000,000","9,126,000,000","9,627,900,000","8,802,200,000","8,174,200,000","7,507,200,000","6,164,800,000","6,009,400,000","1,733,600,000","1,342,200,000","1,191,900,000","771,200,000","760,100,000","311,808,000","733,500,000","740,900,000"
TangibleBookValue,"444,000,000","422,000,000","490,000,000","1,079,000,000","875,000,000","1,489,400,000","2,075,100,000","2,934,500,000","3,788,100,000","2,482,500,000","1,964,700,000","1,728,000,000","1,337,200,000","1,186,100,000","766,100,000","755,000,000","51,660,000","733,500,000","740,900,000"
TotalDebt,"4,223,000,000","4,240,000,000","4,698,000,000","4,692,000,000","5,778,000,000","5,592,700,000","4,592,500,000","3,098,100,000","1,605,000,000","1,617,800,000","1,959,000,000","4,700,000","4,100,000","4,900,000","4,200,000","4,200,000","258,821,000",,
NetDebt,"3,278,000,000","3,670,000,000","4,016,000,000","3,857,000,000","4,614,000,000","5,306,700,000","2,595,900,000","1,387,300,000",,"410,800,000","1,161,300,000",,,,,,"208,818,000",,
ShareIssued,"214,057,701","216,023,826","233,800,903","233,287,799","233,141,771","235,493,395","245,904,140","283,668,560","314,808,140","359,679,190","356,335,925","242,849,925","242,011,255","281,282,010","275,860,505","275,138,615","275,000,000","275,000,000","275,000,000"
OrdinarySharesNumber,"213,954,858","216,023,826","222,818,495","233,287,089","233,114,169","233,081,556","241,673,050","279,240,970","314,753,440","327,102,935","356,335,925","242,849,925","242,011,255","281,282,010","275,860,505","275,138,615","275,000,000","275,000,000","275,000,000"
TreasurySharesNumber,"102,843",,"10,982,408","710","27,602","2,411,839","4,231,090","4,427,590","54,700","32,576,255",,,,,,,,,
