name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
				ConstructionInProgress,"3,783,000","3,791,000","3,791,000","3,791,000","3,791,000","3,779,000","3,684,000","3,703,000","3,544,000",,,,,,,,,,
			AccumulatedDepreciation,"-247,099,000","-245,854,000","-239,838,000","-207,579,000","-186,676,000","-150,439,000","-106,103,000","-89,170,000","-69,819,000","-52,491,000","-42,927,264","-39,581,942","-32,871,044","-24,822,524","-21,606,006","-16,056,762",,,
		GoodwillAndOtherIntangibleAssets,"16,205,000","27,778,351","31,178,351","35,801,351","35,178,351","33,901,351","41,811,756","48,343,756","8,876,351","8,996,559","9,156,837","8,876,351","8,876,351","8,876,351","8,876,351","8,913,851","9,176,351","3,744,731","3,744,731"
			Goodwill,"0","8,876,351","8,876,351","8,876,351","8,876,351","8,876,351","16,229,756","31,229,756","8,876,351","8,876,351","8,876,351","8,876,351","8,876,351","8,876,351","8,876,351",,"8,876,351","3,744,731","3,744,731"
			OtherIntangibleAssets,"16,205,000","18,902,000","22,302,000","26,925,000","26,302,000","25,025,000","25,582,000","17,114,000",,"120,208","280,486",,,,,"8,913,851","300,000",,
		InvestmentsAndAdvances,,,,,,,,"0","5,010,292",,,,,,,,,,
			LongTermEquityInvestment,,,,,,,,"0","5,010,292",,,,,,,,,,
				InvestmentsinSubsidiariesatCost,,,,,,,,"0","5,010,292",,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,"0","1,296,500","3,944,000"
		NonCurrentDeferredAssets,"289,542","613,355","594,049","14,828,714","10,687,684","1,581,847",,,,"0","2,008,256",,,,,,,,
			NonCurrentDeferredTaxesAssets,"289,542","613,355","594,049","14,828,714","10,687,684","1,581,847",,,,"0","2,008,256",,,,,,,,
		OtherNonCurrentAssets,"-91","-212","-440","-360","543","54","-186","-461","109",,,,,,,"250,000","1,387,471",,
TotalLiabilitiesNetMinorityInterest,"84,508,096","128,309,298","95,766,603","64,698,586","70,106,898","92,488,676","194,961,554","151,900,249","149,427,994","106,333,426","74,940,151","23,332,525","43,736,237","25,492,872","19,560,008","15,043,935","13,127,467","14,425,371","14,609,198"
	CurrentLiabilities,"43,169,751","69,226,511","77,926,990","47,250,247","37,226,177","30,788,673","81,244,551","69,681,537","60,786,136","45,884,427","38,940,151","22,089,420","34,886,839","20,981,872","14,773,008","11,443,524","7,613,267","7,044,371","7,405,198"
		PayablesAndAccruedExpenses,"38,828,129","55,065,043","64,578,428","41,629,783","31,194,630","30,788,673","75,502,464","69,465,840","39,888,425","45,884,427","38,940,151","17,848,362","34,886,839","16,631,330","12,130,147","8,705,496","5,289,273","5,844,371","6,102,852"
			Payables,"38,828,129","55,065,043","64,578,428","41,629,783","31,194,630","30,788,673","75,502,464","69,465,840","39,888,425","45,884,427","38,940,151","17,848,362","34,886,839","16,631,330","12,130,147","8,705,496","5,289,273","5,844,371","6,102,852"
				AccountsPayable,"37,562,481","54,892,277","64,578,428","41,629,783","31,194,630","30,373,003","72,203,463","64,815,732","38,165,118","44,538,854","37,886,506",,"34,886,839","16,631,330","12,130,147","8,705,496",,"5,844,371","6,000,506"
				TotalTaxPayable,"0","172,766",,,,,"832,352","2,410,198","97,020","280,981",,,"0",,,,,"0","102,346"
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,"0","102,346"
				DividendsPayable,"1,265,648",,,,"0","415,670","2,466,649","2,239,910","1,626,287","1,064,592","1,053,645",,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"3,398,559","14,161,468","13,348,562","5,620,464","6,031,547",,"5,742,087","215,697","20,897,711",,,"4,241,058",,"2,827,355",,"1,500,000","1,500,000","1,200,000","1,200,000"
			CurrentDebt,,"11,395,835","13,348,562","5,620,464","6,031,547",,"5,503,176",,"20,897,711",,,"4,241,058",,"2,827,355",,"1,500,000","1,500,000","1,200,000","1,200,000"
				OtherCurrentBorrowings,,"11,395,835","13,348,562","5,620,464","6,031,547",,"5,503,176",,"20,897,711",,,,,,,,,,
			CurrentCapitalLeaseObligation,"3,398,559","2,765,633",,,,,"238,911","215,697",,,,,,,,,,,
		OtherCurrentLiabilities,"943,063",,,,,,,,,,,,,"1,523,187","2,642,861","1,238,028","823,994",,"102,346"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"41,338,345","59,082,787","17,839,613","17,448,339","32,880,721","61,700,003","113,717,003","82,218,712","88,641,858","60,448,999","36,000,000","1,243,105","8,849,398","4,511,000","4,787,000","3,600,411","5,514,200","7,381,000","7,204,000"
		LongTermProvisions,,,"1,832,000","2,015,000","2,300,000",,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"35,698,084","53,650,260","11,821,000","14,000,000","29,014,050","60,000,000","104,280,800","70,418,335","80,000,000","56,000,000","36,000,000",,"5,000,000","1,775,000","1,775,000","1,775,000","3,275,000","3,500,000","4,700,000"
			LongTermDebt,,"13,896,400","11,821,000","14,000,000","29,014,050","60,000,000","104,280,800","70,208,400","80,000,000","56,000,000","36,000,000",,"5,000,000","1,775,000","1,775,000","1,775,000","3,275,000","3,500,000","4,700,000"
			LongTermCapitalLeaseObligation,"35,698,084","39,753,860",,,,,"0","209,935",,,,,,,,,,,
		NonCurrentDeferredLiabilities,"5,640,261","5,432,527","4,186,613","1,433,339","1,566,671","1,700,003","9,436,203","11,800,377","8,641,858","4,448,999","0","1,243,105","3,849,398","2,736,000","3,012,000","1,825,411","2,239,200","3,881,000","2,504,000"
			NonCurrentDeferredTaxesLiabilities,"5,640,261","5,432,527","2,886,606",,,,"7,602,868","9,833,710","8,641,858","4,448,999","0","1,243,105","3,849,398","2,736,000","3,012,000","1,825,411","2,239,200","3,881,000","2,504,000"
			NonCurrentDeferredRevenue,,"0","1,300,007","1,433,339","1,566,671","1,700,003","1,833,335","1,966,667",,,,,,,,,,,
TotalEquityGrossMinorityInterest,"132,032,638","148,944,087","168,413,679","181,537,952","178,387,446","200,937,753","199,961,044","198,477,018","115,094,683","113,867,509","102,443,479","91,452,058","90,198,272","59,859,739","58,908,041","53,588,014","39,426,485","28,063,900","27,493,805"
	StockholdersEquity,"132,032,638","148,944,087","168,413,679","181,537,952","178,387,446","200,937,753","199,961,044","198,477,018","115,094,683","114,068,781","102,443,479","91,452,058","90,198,272","59,859,739","58,908,041","53,588,014","39,426,485","28,063,900","27,493,805"
		CapitalStock,"247,543,263","251,815,183","265,760,391","266,838,036","237,539,242","213,604,045","178,650,340","165,451,599","99,101,118","0","0","82,433,639","0","0","0","0","32,386,415","20,624,493","22,542,206"
			CommonStock,"247,543,263","251,815,183","265,760,391","266,838,036","237,539,242","213,604,045","178,650,340","165,451,599","99,101,118","0","0","82,433,639","0","0","0","0","32,386,415","20,624,493","22,542,206"
		AdditionalPaidInCapital,"10,131,786","10,854,650","10,631,982","9,315,926","6,817,458","5,390,124","4,513,265","6,361,710","7,860,658","103,411,010","94,558,485","3,872,850","70,144,726","47,916,110","45,551,858","43,377,923","654,900","519,416","340,268"
		RetainedEarnings,"-136,939,398","-127,902,593","-125,385,208","-106,438,399","-82,910,425","-36,393,629","16,861,918","24,284,690","9,764,748","11,461,288","12,695,702","8,605,559","18,901,636","15,741,760","14,972,076","11,001,798","13,297,556","8,024,293","4,611,331"
		GainsLossesNotAffectingRetainedEarnings,"11,296,987","14,176,847","17,406,514","11,822,389","16,941,171","18,337,213","-64,479","2,379,019","-1,631,841","-803,517","-4,810,708","-3,459,990","1,151,910","-3,798,131","-1,615,893","-791,707","-1,624,827","-1,104,302","0"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,"-1,615,893","-1,863,172",,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,"1,071,465",,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,"-5,287,559",,
	MinorityInterest,,,,,,,,,"0","-201,272",,,,,,,,,
TotalCapitalization,"132,032,638","162,840,487","180,234,679","195,537,952","207,401,496","260,937,753","304,241,844","268,685,418","195,094,683","170,068,781","138,443,479","91,452,058","95,198,272","61,634,739","60,683,041","55,363,014","42,701,485","31,563,900","32,193,805"
CommonStockEquity,"132,032,638","148,944,087","168,413,679","181,537,952","178,387,446","200,937,753","199,961,044","198,477,018","115,094,683","114,068,781","102,443,479","91,452,058","90,198,272","59,859,739","58,908,041","53,588,014","39,426,485","28,063,900","27,493,805"
CapitalLeaseObligations,"39,096,643","42,519,493",,,,,"238,911","425,632",,,,,,,,,,,
NetTangibleAssets,"115,827,638","121,165,736","137,235,328","145,736,601","143,209,095","167,036,402","158,149,288","150,133,262","106,218,332","105,072,222","93,286,642","82,575,707","81,321,921","50,983,388","50,031,690","44,674,163","30,250,134","24,319,169","23,749,074"
WorkingCapital,"58,986,624","68,393,416","60,316,332","49,786,586","44,229,589","61,040,504","80,974,477","66,580,435","45,479,789","44,867,927","34,239,632","21,013,242","26,600,355","15,800,240","19,610,556","18,216,592","12,212,992","13,508,979","10,408,777"
InvestedCapital,"132,032,638","174,236,322","193,583,241","201,158,416","213,433,043","260,937,753","309,745,020","268,685,418","215,992,394","170,068,781","138,443,479","95,693,116","95,198,272","64,462,094","60,683,041","56,863,014","44,201,485","32,763,900","33,393,805"
TangibleBookValue,"115,827,638","121,165,736","137,235,328","145,736,601","143,209,095","167,036,402","158,149,288","150,133,262","106,218,332","105,072,222","93,286,642","82,575,707","81,321,921","50,983,388","50,031,690","44,674,163","30,250,134","24,319,169","23,749,074"
TotalDebt,"39,096,643","67,811,728","25,169,562","19,620,464","35,045,597","60,000,000","110,022,887","70,634,032","100,897,711","56,000,000","36,000,000","4,241,058","5,000,000","4,602,355","1,775,000","3,275,000","4,775,000","4,700,000","5,900,000"
NetDebt,,"14,709,939","21,526,144","15,497,925","28,038,304","50,992,192","106,765,531","64,544,520","96,567,742","47,623,656","27,374,468","1,752,088",,"1,593,558","11,809",,,,
ShareIssued,"50,625,920","53,246,420","57,963,720","58,397,887","50,810,721","41,567,023","35,237,839","34,218,974","28,241,371","28,091,062","27,539,373","26,505,110","24,337,524","22,434,044","22,274,773","22,274,773","16,908,649","16,908,649","16,908,649"
OrdinarySharesNumber,"50,625,920","53,246,420","57,963,720","58,397,887","50,810,721","41,567,023","35,237,839","34,218,974","28,241,371","28,091,062","27,539,373","26,505,110","24,337,524","22,434,044","22,274,773","22,274,773","16,908,649","16,908,649","16,908,649"
