name,ttm,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,06/30/1997,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989,06/30/1988
TaxProvision,"-578,500,000","-578,500,000","-224,700,000","77,100,000","494,900,000","-74,200,000","99,100,000","184,700,000","341,000,000","711,400,000","752,800,000","347,300,000","649,300,000","714,900,000","123,400,000","5,300,000","98,300,000","-36,500,000","30,100,000","-2,800,000","46,800,000","145,400,000","84,500,000","43,500,000","117,500,000","94,100,000","80,300,000","11,400,000","-57,300,000","50,500,000","57,000,000","45,000,000","77,600,000","79,200,000"
EarningsFromEquityInterestNetOfTax,"-93,800,000","-93,800,000","-59,400,000","-4,500,000","16,700,000","-15,400,000","-2,400,000","-2,200,000","18,300,000","13,300,000","-5,000,000","-10,900,000","100,100,000",,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"666,100,000","666,100,000","-1,067,400,000","470,000,000","-107,200,000","297,800,000","1,000,400,000","1,006,300,000","1,888,700,000","1,930,200,000","2,514,600,000","827,100,000","2,350,200,000","2,082,800,000","419,700,000","-132,500,000","165,600,000","-135,400,000","-110,200,000","-66,500,000","-345,000,000","-773,300,000","-9,000,000","62,900,000","193,100,000","144,300,000","114,700,000","-28,800,000","-167,100,000","-74,600,000","95,800,000","82,600,000","137,300,000","97,400,000"
	NetIncome,"666,100,000","666,100,000","-1,067,400,000","470,000,000","-107,200,000","297,800,000","1,000,400,000","1,028,600,000","1,888,700,000","1,930,200,000","2,514,600,000","827,100,000","2,350,200,000","2,082,800,000","419,700,000","-121,400,000","165,600,000","-135,400,000","-110,200,000","-66,500,000","-345,000,000","-773,300,000","-9,000,000","62,900,000","193,100,000","144,300,000","114,700,000","-28,800,000","-167,100,000","-74,600,000","95,800,000","82,600,000","137,300,000","111,700,000"
		NetIncomeIncludingNoncontrollingInterests,"665,600,000","665,600,000","-1,090,800,000","469,900,000","-104,200,000","301,200,000","1,001,800,000","1,030,400,000","1,891,800,000","1,930,800,000","2,513,500,000","831,500,000","2,356,500,000","2,091,500,000","423,600,000","-117,000,000","170,500,000","-169,100,000","-126,400,000","-107,200,000","-357,400,000","-773,400,000","5,100,000","187,300,000","348,500,000","335,800,000","243,100,000","26,300,000","-167,100,000","-74,600,000","95,800,000","82,600,000","137,300,000","111,700,000"
			NetIncomeContinuousOperations,"665,600,000","665,600,000","-1,090,800,000","469,900,000","-104,200,000","301,200,000","1,001,800,000","1,030,400,000","1,891,800,000","1,930,800,000","2,513,500,000","831,500,000","2,356,500,000","2,082,800,000","419,700,000","-121,400,000","167,600,000","-37,600,000","-13,200,000","-27,900,000","84,300,000","-611,100,000","57,100,000","87,800,000","204,500,000","144,300,000","127,100,000","-3,600,000","-120,000,000","90,900,000","95,800,000","82,600,000","137,300,000","111,700,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,"-92,900,000","-96,400,000",,"-429,300,000","-155,200,000","-69,100,000",,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,"-2,000,000","-4,900,000","-600,000","-24,500,000",,"-7,500,000",,,,,"-5,900,000",,"-47,100,000","-165,500,000",,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,"-14,100,000",,"500,000","3,000,000","-24,900,000","-11,400,000",,"-6,500,000","-25,200,000",,,,,,
		MinorityInterests,"500,000","500,000","23,400,000","100,000","-3,000,000","-3,400,000","-1,400,000","-1,800,000","-3,100,000","-600,000","1,100,000","-4,400,000","-6,300,000","-8,700,000","-3,900,000","-4,400,000","-4,900,000","33,700,000","16,200,000","40,700,000","12,400,000","100,000","-14,100,000","-124,400,000","-155,400,000","-191,500,000","-128,400,000","-55,100,000",,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,"11,100,000",,,,,,,,,,,,,,,,,,"14,300,000"
	OtherunderPreferredStockDividend,,,,,,"0","0","22,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"666,100,000","666,100,000","-1,067,400,000","470,000,000","-107,200,000","297,800,000","1,000,400,000","1,006,300,000","1,888,700,000","1,930,200,000","2,514,600,000","827,100,000","2,350,200,000","2,082,800,000","419,700,000","-132,500,000","165,600,000","-135,400,000","-110,200,000","-66,500,000","-345,000,000","-773,300,000","-9,000,000","62,900,000","193,100,000","144,300,000","114,700,000","-28,800,000","-167,100,000","-74,600,000","95,800,000","82,600,000","137,300,000","97,400,000"
BasicEPS,,,"-2.78","1.22","-0.31","0.85","2.79","2.69","4.435","4.537","5.64","1.86","5.287","4.7","0.97","-0.35","0.48","-1.22","-0.97","-0.57","-3","-6.75","-0.08","0.67","2.03","1.56","1.94","-0.57","-3.79","-1.69","1.93","1.57","2.64","1.94"
DilutedEPS,,,"-2.78","1.22","-0.31","0.85","2.78","2.68","4.42","4.42","5.62","1.85","5.27","4.67","0.95","-0.35","0.46","-1.22","-0.97","-0.57","-3","-6.75","-0.08","0.67","2.03","1.56","1.94","-0.57","-3.79","-1.69","1.93","1.57","2.64","1.94"
BasicAverageShares,,,"383,800,000","384,800,000","350,900,000","350,400,000","358,500,000","374,100,000","425,817,089","425,470,377","446,000,000","445,100,000","444,200,000","442,700,000","434,300,000","382,200,000","327,800,000","114,800,000","114,600,000","114,500,000","114,400,000","114,562,963","112,500,000","93,880,597","95,123,153","92,500,000","59,123,711","50,526,316","44,089,710","44,142,012","49,637,306","52,611,465","52,007,576","50,206,186"
DilutedAverageShares,,,"383,800,000","386,400,000","350,900,000","351,700,000","360,300,000","375,600,000","426,900,000","436,500,000","447,500,000","446,600,000","446,200,000","445,700,000","440,300,000","382,200,000","360,400,000","114,800,000","114,600,000","114,500,000","114,800,000","114,562,963","112,500,000","93,880,597","95,123,153","92,500,000","59,123,711","50,526,316","44,089,710","44,142,012","49,637,306","52,611,465","52,007,576","50,206,186"
TotalOperatingIncomeAsReported,"412,900,000","412,900,000","-1,094,900,000","928,300,000","465,700,000","319,000,000","1,278,800,000","1,311,800,000","2,209,600,000","2,611,100,000","2,664,200,000","1,270,800,000","2,400,900,000","2,806,700,000","616,300,000","105,800,000","318,500,000","126,400,000","182,300,000","96,100,000","229,400,000","378,200,000","548,000,000","303,000,000","522,800,000","527,500,000","373,300,000","141,600,000","-126,400,000","161,400,000","175,800,000","168,300,000","265,900,000","208,200,000"
TotalExpenses,"8,268,800,000","8,268,800,000","8,539,100,000","8,659,000,000","6,943,700,000","6,843,800,000","7,616,500,000","7,635,000,000","7,764,500,000","8,432,900,000","7,273,600,000","5,488,300,000","7,897,100,000","6,987,600,000","5,159,500,000","4,912,400,000","4,078,200,000","2,057,700,000","1,875,100,000","1,851,600,000","1,866,500,000","1,991,100,000","2,148,200,000","2,685,600,000","2,459,200,000","2,453,500,000","1,550,700,000","1,299,900,000","1,023,500,000","897,100,000","955,400,000","937,400,000","955,800,000","877,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"666,100,000","666,100,000","-1,067,400,000","470,000,000","-107,200,000","297,800,000","1,000,400,000","1,028,600,000","1,888,700,000","1,930,200,000","2,514,600,000","827,100,000","2,350,200,000","2,082,800,000","419,700,000","-121,400,000","167,600,000","-130,500,000","-109,600,000","-27,900,000","-345,000,000","-766,300,000","-12,000,000","87,800,000","204,500,000","144,300,000","127,100,000","-3,600,000","-120,000,000","90,900,000","95,800,000","82,600,000","137,300,000","111,700,000"
NormalizedIncome,"713,039,000","713,039,000","116,399,900","635,034,000","-137,140,000","273,740,000","1,055,455,000","1,053,955,200","1,902,151,400","1,977,391,696.147","2,571,109,002.537","849,404,446.499","2,252,899,205.011","2,121,014,565.315","390,216,709.512","112,420,000","157,400,000","-23,380,000","-8,760,000","-4,089,576.547","83,078,260.87","-197,400,000","186,880,000","83,654,074.638","200,879,968.944","164,153,355.705","118,091,465.767","-19,020,000","-120,000,000","75,150,000","84,451,963.351","78,327,586.207","135,830,525.826","100,360,000"
InterestIncome,"33,500,000","33,500,000","33,100,000","49,700,000","33,200,000","28,200,000","35,800,000","21,300,000","18,800,000","20,100,000","22,500,000","16,100,000","46,900,000",,,,,,,,,,,,,,,,,,,,,
InterestExpense,"214,100,000","214,100,000","216,000,000","215,800,000","171,300,000","140,600,000","133,600,000","128,900,000","0","1,400,000","27,600,000","65,700,000","90,200,000",,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-180,600,000","-180,600,000","-182,900,000","-166,100,000","-138,100,000","-112,400,000","-97,800,000","-107,600,000","18,800,000","18,700,000","-5,100,000","-49,600,000","-43,300,000",,,,,,,,,,,,,,,,,,,,,
EBIT,"395,000,000","395,000,000","-1,040,100,000","767,300,000","545,300,000","383,000,000","1,236,900,000","1,346,200,000","2,214,500,000","2,630,300,000","3,298,900,000","1,255,400,000","2,995,900,000","2,825,000,000","614,200,000","393,400,000","318,500,000","132,900,000","182,300,000","107,100,000","229,400,000","378,200,000","548,000,000","303,000,000","522,800,000","527,500,000","373,300,000","141,600,000","-126,400,000","161,400,000","175,800,000","168,300,000","265,900,000","208,200,000"
EBITDA,"1,242,600,000"
ReconciledCostOfRevenue,"7,616,800,000","7,616,800,000","8,009,000,000","8,088,900,000","6,566,600,000","6,352,800,000","7,177,400,000","7,129,200,000","7,213,900,000","8,022,800,000","6,816,000,000","5,065,800,000","7,531,300,000","6,652,100,000","4,847,600,000","4,668,400,000","3,871,200,000","2,009,400,000","1,794,400,000","1,769,800,000","1,592,200,000","1,594,100,000","1,706,100,000","2,066,800,000","2,027,600,000","2,061,500,000","1,341,100,000","1,111,500,000","710,700,000","745,700,000","800,100,000","783,200,000","786,300,000","744,600,000"
ReconciledDepreciation,"847,600,000","847,600,000","882,700,000","883,900,000","665,500,000","711,200,000","739,800,000","750,900,000","604,800,000","508,100,000","447,400,000","445,000,000","359,700,000","356,500,000","313,300,000","270,200,000","180,700,000","171,900,000","173,700,000","165,600,000","171,600,000","232,500,000","251,700,000","183,200,000","184,400,000","168,600,000","134,400,000","122,400,000","61,500,000","83,300,000","90,200,000","92,500,000","99,700,000","78,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"666,100,000","666,100,000","-1,067,400,000","470,000,000","-107,200,000","297,800,000","1,000,400,000","1,028,600,000","1,888,700,000","1,930,200,000","2,514,600,000","827,100,000","2,350,200,000","2,082,800,000","419,700,000","-121,400,000","167,600,000","-37,600,000","-13,200,000","-27,900,000","84,300,000","-611,100,000","57,100,000","87,800,000","204,500,000","144,300,000","127,100,000","-3,600,000","-120,000,000","90,900,000","95,800,000","82,600,000","137,300,000","111,700,000"
TotalUnusualItemsExcludingGoodwill,"-64,300,000","-64,300,000","-1,441,900,000","-191,900,000","49,900,000","40,100,000","-60,500,000","-29,900,000","-15,900,000","-64,700,000","-73,400,000","-31,500,000","125,300,000","-52,100,000","39,000,000","-389,700,000","17,000,000","-23,700,000","-7,400,000","-26,200,000","1,900,000","-689,500,000","-216,300,000","6,200,000","5,700,000","-32,800,000","14,700,000","25,700,000",,"24,500,000","18,100,000","6,600,000","2,300,000","18,900,000"
TotalUnusualItems,"-64,300,000","-64,300,000","-1,441,900,000","-191,900,000","49,900,000","40,100,000","-60,500,000","-29,900,000","-15,900,000","-64,700,000","-73,400,000","-31,500,000","125,300,000","-52,100,000","39,000,000","-389,700,000","17,000,000","-23,700,000","-7,400,000","-26,200,000","1,900,000","-689,500,000","-216,300,000","6,200,000","5,700,000","-32,800,000","14,700,000","25,700,000",,"24,500,000","18,100,000","6,600,000","2,300,000","18,900,000"
NormalizedEBITDA,"1,306,900,000","1,306,900,000","1,284,500,000","1,843,100,000","1,160,900,000","1,054,100,000","2,037,200,000","2,127,000,000","2,835,200,000","3,203,100,000","3,819,700,000","1,731,900,000","3,230,300,000","3,233,600,000","888,500,000","1,053,300,000","482,200,000","328,500,000","363,400,000","298,900,000","399,100,000","1,300,200,000","1,016,000,000","480,000,000","701,500,000","728,900,000","493,000,000","238,300,000","-64,900,000","220,200,000","247,900,000","254,200,000","363,300,000","267,800,000"
TaxRateForCalcs,"0.27","0.27","0.179","0.14","0.4","0.4","0.09","0.152","0.154","0.271","0.23","0.292","0.223","0.267","0.244","0.4","0.4","0.4","0.4","0.091","0.357","0.4","0.4","0.331","0.365","0.395","0.387","0.4","0.323","0.357","0.373","0.353","0.361","0.4"
TaxEffectOfUnusualItems,"-17,361,000","-17,361,000","-258,100,100","-26,866,000","19,960,000","16,040,000","-5,445,000","-4,544,800","-2,448,600","-17,508,303.853","-16,890,997.463","-9,195,553.501","27,999,205.011","-13,885,434.685","9,516,709.512","-155,880,000","6,800,000","-9,480,000","-2,960,000","-2,389,576.547","678,260.87","-275,800,000","-86,520,000","2,054,074.638","2,079,968.944","-12,946,644.295","5,691,465.767","10,280,000","0","8,750,000","6,751,963.351","2,327,586.207","830,525.826","7,560,000"
